Cluster,Identifier
1034,8XN2_1_B_A
1034,7XB1_1_B_A
1034,7BEH_1_E_H
1034,7XWA_1_B_A
1034,8IOV_1_B_A
1034,7XB0_1_B_A
1034,7BEL_1_R_H
1034,7SN0_1_C_A
1034,8SPH_1_E_A
1034,8XLN_1_A_D
1034,6VW1_1_E_A
1034,8SPI_1_E_A
1034,7UFK_1_E_A
1034,7U0N_1_E_A
1034,7ORB_1_R_H
1034,8Y18_1_B_A
1034,8WP8_1_B_A
1034,7BEO_1_R_H
1034,8Y6A_1_B_A
1034,7BEN_1_E_H
1035,5h07_B
1036,4khx_B
1036,4kht_B
1037,5UK5_1_B_A
1038,3l5w_B
1038,4i77_B
1038,3l5x_B
1038,5l6y_B
1038,3g6d_B
1038,4ps4_B
1038,3BPO_1_A_B
1039,2uuy_B
1040,5lxq_B
1041,3sqo_B
1041,3h42_B
1042,7LBF_1_B_C
1042,5VOB_1_B_A
1042,7LBG_1_B_A
1042,7LBE_1_B_A
1042,7T4S_1_B_A
1043,3idb_B
1043,3idc_B
1044,5ip4_B
1045,4lrx_B
1046,5u52_B
1047,6DF3_1_C_L
1048,4h2w_B
1049,1du3_B
1050,4zgq_B
1051,2ifg_B
1051,4edw_B
1051,1SGF_1_Y_Z
1051,6FFY_1_B_A
1051,1SGF_1_B_G
1052,3zet_B
1052,3zeu_B
1053,3wkt_B
1054,2kxh_B
1055,4uu9_B
1056,5x0w_B
1057,5oaq_B
1057,4re1_B
1058,2mnu_B
1059,2mly_B
1060,7R86_1_A_C
1061,4lzx_B
1062,2fyl_B
1063,3jza_B
1063,2wwx_B
1064,1u5s_B
1064,3ixe_B
1065,3doe_B
1066,5m72_B
1067,7TZF_1_R_E
1068,6b05_B
1069,2mjw_B
1069,2m49_B
1069,5lpu_B
1070,2vdb_B
1071,7EEB_1_E_G
1072,4qci_B
1073,5cjs_B
1073,5c0s_B
1073,5cjq_B
1074,4kvg_B
1075,7TY0_1_B_C
1075,7TY0_1_A_D
1076,5fvk_B
1076,4niq_B
1077,4k2u_B
1077,6oan_B
1077,6r2s_B
1078,3cqx_B
1079,1za3_B
1079,4i9x_B
1079,4od2_B
1080,6asr_B
1081,2iy0_B
1082,5BQC_1_A_B
1083,5ee5_B
1084,6mam_B
1085,2ly4_B
1085,2l14_B
1086,3k6g_B
1087,3zrz_B
1088,3fie_B
1089,3knb_B
1090,6mnq_B
1090,6mnr_B
1091,2j7p_B
1092,5yis_B
1093,2hqw_B
1094,6j14_B
1094,6jbt_B
1094,5wt9_B
1094,6k0y_B
1095,1ees_B
1096,2d10_B
1097,8PN5_1_A_I
1097,8PN3_1_A_C
1098,1p9d_B
1099,3mjh_B
1100,6mkz_B
1101,3wdg_B
1101,5ays_B
1101,5ayr_B
1102,2v51_B
1103,4eo5_B
1104,1mxe_B
1105,2c1m_B
1106,1avz_B
1106,4afz_B
1106,4ag2_B
1106,4afq_B
1106,3reb_B
1106,3rea_B
1107,3m0a_B
1107,2pop_B
1108,6gum_B
1109,2l0t_B
1110,3lb8_B
1110,1e6e_B
1111,2wy3_B
1112,4dra_B
1113,4iof_B
1114,3ul0_B
1114,3ukz_B
1115,4hcp_B
1115,1xt9_B
1115,5v5g_B
1115,5hpk_B
1115,5v5h_B
1115,2mur_B
1115,5jg6_B
1115,4k1r_B
1115,4hcn_B
1115,1q0w_B
1115,2kwv_B
1115,1q5w_B
1115,1zgu_B
1115,2g45_B
1115,1yx6_B
1115,2hd5_B
1115,2k6d_B
1115,1wrd_B
1115,4pqt_B
1115,2jt4_B
1115,2n13_B
1115,4msm_B
1115,6dgf_B
1115,2xbb_B
1115,2den_B
1115,2kwu_B
1115,4m0w_B
1115,1otr_B
1115,2mcn_B
1115,2mbb_B
1115,2fuh_B
1115,1yx5_B
1115,2kde_B
1115,6d68_B
1115,3kw5_B
1115,5v5i_B
1115,1xd3_B
1115,5lrw_B
1115,4i6l_B
1115,1cmx_B
1115,5e6j_B
1115,6d4p_B
1115,3olm_B
1115,6a6i_B
1115,2dx5_B
1115,2c7m_B
1115,1yd8_B
1115,2c7n_B
1115,5xiu_B
1115,5hps_B
1115,5v69_B
1115,2oob_B
1115,1wr6_B
1115,5v6a_B
1115,1s1q_B
1116,5n47_B
1117,6D6U_1_E_B
1117,6X3S_1_E_A
1117,8FE1_1_A_E
1117,6I53_1_B_A
1117,6HUK_1_B_A
1117,6I53_1_E_D
1117,6HUG_1_B_A
1117,6HUO_1_B_A
1117,6HUJ_1_B_A
1117,6HUP_1_B_A
1117,6X3V_1_C_D
1117,8SID_1_C_D
1117,6X3X_1_C_D
1117,6HUJ_1_E_D
1117,6HUO_1_E_D
1117,8SI9_1_A_B
1117,6X3Z_1_C_D
1117,6X3U_1_A_B
1117,6X3Z_1_A_B
1117,6X40_1_A_B
1117,6HUP_1_E_D
1117,6X3X_1_A_B
1117,7QNE_1_B_A
1117,8SID_1_A_B
1117,8SGO_1_C_D
1117,8DD2_1_A_B
1117,6X40_1_C_D
1117,6X3T_1_A_B
1117,6X3T_1_C_D
1117,8DD2_1_C_D
1117,6HUG_1_E_D
1117,6X3S_1_A_B
1117,6X3V_1_A_B
1117,6X3W_1_A_B
1117,6HUK_1_E_D
1117,8SI9_1_C_D
1117,8SGO_1_A_B
1117,6X3W_1_C_D
1117,7QNE_1_E_D
1117,6X3U_1_C_D
1117,6D6U_1_C_D
1117,6D6T_1_C_D
1117,6D6T_1_A_B
1117,8G4O_1_E_A
1117,6D6U_1_A_B
1117,8G4O_1_B_C
1117,6DW0_1_E_A
1117,6DW0_1_B_C
1117,6D6T_1_E_B
1117,6D6T_1_E_A
1118,7S07_1_A_B
1118,5w0k_B
1118,7S1B_1_A_B
1119,3n00_B
1120,4aqe_B
1120,4apx_B
1121,5xwt_B
1122,1dp5_B
1122,1g0v_B
1122,1dpj_B
1123,2b7c_B
1124,2w2x_B
1125,3kv4_B
1126,3lhp_B
1127,5b71_B
1128,4F4O_1_D_F
1128,4F4O_1_A_C
1128,3ia3_B
1128,4F4O_1_B_C
1128,4F4O_1_E_F
1129,2bym_B
1129,2byk_B
1130,1g5j_B
1131,3ouw_B
1132,3v3k_B
1133,7Z53_1_C_B
1133,7Z53_1_A_D
1133,1MHL_1_B_C
1133,5WDJ_1_A_E
1133,1D7W_1_B_C
1133,3ZS0_1_B_C
1133,3ZS0_1_A_D
1133,1D7W_1_A_D
1133,1DNU_1_A_D
1133,1MYP_1_A_D
1133,1D5L_1_B_C
1133,1DNW_1_A_D
1133,1MYP_1_B_C
1133,1CXP_1_A_D
1133,1MHL_1_A_D
1133,4DL1_1_B_C
1133,1CXP_1_B_C
1133,1DNW_1_B_C
1133,1D2V_1_B_C
1133,1DNU_1_B_C
1133,4DL1_1_A_D
1133,1D5L_1_A_D
1133,1D2V_1_A_D
1134,1jsp_B
1135,2lp0_B
1136,5xsq_B
1136,5f5o_B
1137,5wrv_B
1138,4d0n_B
1139,4K90_1_A_B
1140,4iiq_B
1141,3F8U_1_A_B
1141,8PKO_1_B_A
1141,7QNG_1_B_A
1141,7QPD_1_E_T
1142,2b42_B
1142,1te1_B
1143,1ozs_B
1144,3v6o_B
1145,5ij9_B
1145,5ij0_B
1146,3hh2_B
1146,5jhw_B
1147,5ee4_B
1148,1oyv_B
1149,6SOZ_1_B_A
1149,6SOZ_1_A_B
1150,3KQ4_1_B_A
1151,3c4m_B
1152,4ol0_B
1153,4pw9_B
1154,7DRC_1_A_C
1154,7W3V_1_A_C
1155,6E3K_1_B_A
1155,6E3L_1_B_E
1155,6E3K_1_B_E
1155,6E3L_1_B_A
1155,6E3K_1_A_I
1155,6E3K_1_A_B
1155,6E3L_1_A_B
1155,6E3L_1_A_I
1156,8BPE_1_P_E
1156,8BPG_1_A_D
1156,8BPE_1_M_F
1156,8BPG_1_B_E
1157,2ve7_B
1158,4v2c_B
1159,1f3v_B
1160,6BYK_1_A_K
1160,6BYL_1_A_G
1160,6BYJ_1_A_G
1160,6BYL_1_D_P
1160,6BZD_1_A_G
1160,6BYJ_1_D_P
1160,6BZD_1_B_K
1161,2noj_B
1162,2leh_B
1163,1ib1_B
1164,5MN2_1_D_A
1164,5ml9_B
1165,5drz_B
1166,4yiq_B
1166,6gbg_B
1166,2ver_B
1166,6gbh_B
1167,1jgn_B
1168,2vxq_B
1169,3f7p_B
1170,6U7F_1_C_A
1170,6U7E_1_C_A
1170,6U7G_1_C_A
1170,6ATK_1_D_A
1171,7NWL_1_C_A
1172,4grl_B
1172,3pl6_B
1172,4may_B
1172,4p23_B
1172,4p46_B
1172,3rdt_B
1172,4p5t_B
1172,6dfs_B
1172,2wbj_B
1173,1k5d_B
1174,4ww2_B
1174,4wwk_B
1174,4en3_B
1174,3vwj_B
1174,1mi5_B
1174,6fgb_B
1174,5d7i_B
1174,4pj5_B
1174,4pj9_B
1174,4pj8_B
1174,6nha_B
1174,5whk_B
1174,6cug_B
1174,5l2k_B
1174,3rtq_B
1174,6oor_B
1175,5cyk_B
1175,5cxb_B
1176,5djt_B
1176,1h0t_B
1176,2b87_B
1176,2m5a_B
1176,5dju_B
1176,1lp1_B
1176,5u4y_B
1176,3mzw_B
1176,3qwo_B
1176,6fgo_B
1177,3tq7_B
1178,4c7n_B
1179,1APY_1_C_D
1179,1APZ_1_C_D
1180,2qna_B
1181,7QPD_1_T_M
1182,5f5s_B
1183,5k22_B
1184,4jw2_B
1184,6gwc_B
1184,4xvp_B
1185,1oqe_B
1186,7WP8_1_G_F
1186,7WRZ_1_L_R
1186,7LRT_1_L_H
1186,7LRT_1_G_F
1186,7AKJ_1_F_C
1186,7AKJ_1_L_A
1186,7AKD_1_L_B
1186,7AKJ_1_D_B
1186,6VRH_1_C_A
1186,6VRL_1_C_A
1186,7AKD_1_E_C
1186,7WRY_1_L_R
1186,7UOT_1_R_b
1186,7UOV_1_T_c
1186,7MEP_1_J_E
1186,7UOV_1_R_b
1186,7UOV_1_P_a
1186,7UOT_1_T_c
1186,7UOT_1_P_a
1186,8G3N_1_I_L
1186,8G3P_1_J_A
1186,8G3P_1_K_D
1186,8G3N_1_H_K
1186,8G3O_1_I_B
1186,8G3M_1_F_G
1186,8G3P_1_L_E
1186,8G3P_1_I_B
1186,8G3N_1_D_J
1186,8G3N_1_F_G
1186,8G3M_1_I_L
1186,8G3M_1_D_J
1186,7MEP_1_L_A
1186,7T4S_1_I_D
1186,7LY9_1_L_D
1186,5XWD_1_D_A
1186,7LY9_1_L_G
1186,6WPT_1_L_C
1186,2AEP_1_L_A
1186,7TN9_1_F_S
1186,7TN9_1_B_U
1186,7TN9_1_D_T
1186,7SWX_1_L_A
1186,7SWW_1_L_A
1186,8F0G_1_Y_A
1186,4R0L_1_L_D
1186,4R0L_1_B_C
1186,8SAY_1_I_F
1186,8SAY_1_D_A
1186,8SAR_1_D_A
1186,8SAY_1_N_K
1186,8SAR_1_I_F
1186,8SAR_1_N_K
1186,8SAQ_1_I_E
1186,8SAQ_1_N_K
1186,8SAQ_1_D_A
1186,7ND4_1_L_H
1186,7UAR_1_L_B
1186,7MDT_1_L_A
1186,7UAR_1_G_C
1186,7UAR_1_E_A
1186,7UR6_1_L_G
1186,7UR6_1_E_A
1186,6XRT_1_L_F
1186,6XRT_1_L_E
1186,7UCG_1_E_G
1186,7UCG_1_O_P
1186,7UCG_1_F_I
1186,8CT6_1_L_A
1186,6J11_1_L_A
1186,8CT6_1_K_C
1186,6UDK_1_E_G
1186,6UDK_1_L_K
1186,6UDK_1_N_R
1186,6VO0_1_L_A
1186,6VO0_1_K_D
1186,6VO0_1_J_C
1186,6U59_1_L_A
1186,6U59_1_J_G
1186,6U59_1_E_C
1186,6X97_1_F_C
1186,6X97_1_K_G
1186,6X97_1_L_A
1186,6X96_1_F_C
1186,6X96_1_K_G
1186,6X96_1_L_A
1186,6P62_1_D_B
1186,6P62_1_G_E
1186,6P62_1_L_A
1186,6X98_1_E_C
1186,6X98_1_L_A
1186,6X98_1_J_G
1186,8TO7_1_L_C
1186,8TO7_1_K_A
1186,8TO7_1_J_B
1186,6WXL_1_E_C
1186,6WXL_1_J_G
1186,6WXL_1_L_A
1186,8JN5_1_L_C
1186,8JN4_1_L_C
1186,6DCQ_1_N_E
1186,8TJR_1_L_F
1186,8G30_1_L_O
1186,8G30_1_I_N
1186,8G30_1_K_P
1186,8G30_1_F_M
1186,8G40_1_N_I
1186,8G40_1_L_G
1186,8G40_1_M_H
1186,7MDU_1_L_A
1186,8DMH_1_I_c
1186,7MFG_1_K_I
1186,7YQZ_1_H_C
1186,8DMH_1_E_a
1186,8DMH_1_G_b
1186,7MFG_1_F_D
1186,7RU4_1_L_A
1186,7YAD_1_D_E
1186,7YQX_1_G_A
1186,7YQX_1_F_B
1186,7YQZ_1_G_A
1186,7MFG_1_L_B
1186,7YR0_1_B_A
1186,7RU3_1_F_B
1186,7KFB_1_K_B
1186,8UT5_1_H_A
1186,7KFB_1_J_A
1186,8UT4_1_H_A
1186,7RU3_1_L_A
1186,7KFB_1_L_C
1186,7M8L_1_K_B
1186,7M8L_1_L_C
1186,7M8L_1_J_A
1186,8VYG_1_B_R
1186,7K43_1_G_A
1186,8DLW_1_L_B
1186,8DLW_1_D_E
1186,7K43_1_L_B
1186,7YAD_1_B_M
1186,7K43_1_D_E
1186,8DLW_1_G_A
1186,7N8H_1_D_F
1186,7LY2_1_D_J
1186,7N8H_1_L_A
1186,7LXZ_1_D_K
1186,7SOC_1_L_A
1186,7LXZ_1_C_A
1186,7LXY_1_C_A
1186,7LY2_1_K_B
1186,7LY2_1_C_A
1186,7SO9_1_D_K
1186,7LXY_1_D_J
1186,7SO9_1_G_A
1186,7SO9_1_L_F
1186,7LXZ_1_L_B
1186,7N8H_1_G_K
1186,7LXY_1_K_B
1186,8FXB_1_L_E
1186,8FXC_1_L_E
1186,8S9G_1_L_E
1186,6WPS_1_D_B
1186,6WPS_1_L_A
1186,6WPS_1_G_E
1186,7TLY_1_B_I
1186,6WPT_1_E_A
1186,8G3R_1_B_G
1186,8G3Q_1_D_E
1186,8G3Q_1_L_F
1186,8G3Q_1_B_G
1186,8EJH_1_l_B
1186,8EJH_1_L_A
1186,8EJH_1_K_C
1186,8TJS_1_U_I
1186,1QFW_1_M_A
1186,7UOV_1_L_A
1186,7UOV_1_G_C
1186,7UOV_1_E_B
1186,7RSN_1_K_G
1186,7RSN_1_J_C
1186,7RSN_1_L_A
1186,5FYJ_1_V_G
1186,5FYK_1_V_G
1186,6NNF_1_V_G
1186,6VI0_1_J_I
1186,6VI0_1_L_G
1186,6VI0_1_D_C
1186,7RAI_1_L_A
1186,7RAI_1_M_C
1186,7RAI_1_N_E
1186,5VN8_1_J_D
1186,5VN8_1_K_E
1186,5VN8_1_L_G
1186,8GAT_1_N_A
1186,8GAU_1_N_A
1186,7TJQ_1_E_D
1186,7TJQ_1_B_A
1186,7TJQ_1_L_H
1186,7LG6_1_R_F
1186,7LG6_1_Q_E
1186,7LG6_1_L_A
1186,7X7V_1_D_E
1186,7T4G_1_I_C
1186,7T4G_1_L_A
1186,7T4G_1_K_E
1186,7T2P_1_L_A
1186,7WP8_1_L_F
1186,7SRS_1_P_R
1186,6MU7_1_E_B
1186,6NM6_1_E_B
1186,6MTN_1_E_B
1186,6MTJ_1_E_B
1186,7KI4_1_L_B
1186,7UPB_1_L_G
1186,7KI4_1_C_E
1186,7KI4_1_F_A
1186,7EYA_1_L_N
1186,8R9X_1_L_A
1186,6NNJ_1_V_G
1186,6NM6_1_V_G
1186,7LX2_1_M_B
1186,7LX3_1_O_C
1186,7LX2_1_L_A
1186,7LX2_1_O_C
1186,7LX3_1_M_B
1186,7LX3_1_L_A
1186,7LXM_1_M_C
1186,7LXN_1_N_E
1186,7LXM_1_L_A
1186,7LXN_1_L_A
1186,7LXN_1_M_C
1186,7LXM_1_O_E
1186,7L2E_1_J_B
1186,7L2E_1_L_A
1186,7L2E_1_K_C
1186,8R1D_1_G_A
1186,6DFH_1_J_C
1186,6DFH_1_K_D
1186,6DFH_1_L_A
1186,8R1D_1_E_B
1186,8R1D_1_L_C
1186,8THZ_1_F_A
1186,7WR8_1_B_R
1186,7WR9_1_B_F
1186,7KDD_1_I_A
1186,7KDD_1_G_C
1186,7KDD_1_E_B
1186,7KEJ_1_K_B
1186,7KEJ_1_L_C
1186,7KEJ_1_J_A
1186,7TFN_1_L_A
1186,7TFN_1_J_B
1186,7TFN_1_Q_C
1186,8IDN_1_L_H
1186,6ORO_1_L_G
1186,6ORO_1_E_B
1186,6ORO_1_K_I
1186,7X8W_1_L_H
1186,8DPL_1_L_M
1186,8Y4C_1_L_A
1186,8Y4C_1_G_C
1186,8SAS_1_I_F
1186,8DPL_1_B_D
1186,8Y4C_1_F_B
1186,8SAX_1_L_I
1186,8SAS_1_N_K
1186,8SAX_1_D_A
1186,8SAS_1_D_A
1186,8DPL_1_G_I
1186,8QQ0_1_D_E
1186,8SAX_1_H_E
1186,8SB5_1_N_K
1186,8DPM_1_J_F
1186,7R8M_1_L_B
1186,6UM7_1_C_I
1186,8SAW_1_D_A
1186,6UM7_1_K_A
1186,6UM7_1_G_E
1186,7R8M_1_E_C
1186,8SB2_1_I_F
1186,8SB5_1_D_A
1186,8DPM_1_O_K
1186,8SAW_1_I_E
1186,8DPM_1_E_A
1186,8SB5_1_I_F
1186,8SB2_1_D_A
1186,8SB2_1_N_K
1186,8SAW_1_N_K
1186,7ND7_1_L_H
1186,8QPR_1_D_E
1186,7ND7_1_G_F
1186,7ND7_1_K_J
1186,7UOT_1_L_C
1186,6XEY_1_L_H
1186,7R8N_1_L_B
1186,6XEY_1_K_J
1186,6XEY_1_G_F
1186,7R8N_1_N_A
1186,8DTO_1_D_A
1186,8DTO_1_H_E
1186,8DTO_1_L_I
1186,7UGQ_1_K_B
1186,7UGQ_1_J_A
1186,7UGQ_1_L_C
1186,5C6T_1_L_A
1186,8G6U_1_R_I
1186,8CZZ_1_P_E
1186,7UGN_1_Q_B
1186,8CZZ_1_N_A
1186,8G6U_1_N_A
1186,7UGQ_1_P_A
1186,8G6U_1_P_E
1186,6UDK_1_P_R
1186,6UDK_1_B_G
1186,8CZZ_1_R_I
1186,8DOK_1_N_A
1186,7UGN_1_P_A
1186,7UGQ_1_Q_B
1186,7UGQ_1_R_C
1186,6UDK_1_I_K
1186,7UGN_1_R_C
1186,8DOK_1_P_E
1186,8DOK_1_R_I
1186,8TTW_1_P_E
1186,7UCG_1_K_I
1186,7UCG_1_R_P
1186,8TTW_1_N_A
1186,7UCG_1_L_G
1186,8TTW_1_R_I
1186,6OKP_1_L_E
1186,8DT3_1_L_C
1186,7SHZ_1_F_B
1186,8X2L_1_L_B
1186,8WEJ_1_L_B
1186,7X96_1_L_G
1186,7WS1_1_D_A
1186,7WS3_1_D_A
1186,6UYE_1_K_B
1186,7WS3_1_F_B
1186,7WS0_1_H_C
1186,7WS1_1_F_B
1186,7SN3_1_G_B
1186,7WS0_1_D_A
1186,7WS7_1_F_B
1186,6UYE_1_L_C
1186,6UYE_1_J_A
1186,7SN3_1_E_A
1186,7SN3_1_L_C
1186,7SO9_1_I_F
1186,7SOA_1_L_A
1186,7SOB_1_E_D
1186,8TL5_1_J_C
1186,7SOB_1_B_A
1186,8GTQ_1_N_C
1186,8TL5_1_H_A
1186,8TL5_1_L_E
1186,7SO9_1_N_K
1186,8GTQ_1_L_A
1186,7SOB_1_L_K
1186,7BU8_1_K_A
1186,7SOD_1_L_A
1186,8GTQ_1_M_B
1186,7WBH_1_Q_B
1186,7SO9_1_B_A
1186,8TCO_1_G_C
1186,7RW2_1_J_B
1186,7RW2_1_K_C
1186,7RW2_1_L_A
1186,7TLZ_1_A_J
1186,8IV5_1_B_G
1186,8IV8_1_D_G
1186,7K9J_1_M_B
1186,7K9J_1_L_A
1186,7K9J_1_N_C
1186,7K9K_1_L_A
1186,7LY9_1_C_G
1186,8GJE_1_L_A
1186,8GJE_1_J_C
1186,7PC2_1_J_B
1186,8GJE_1_K_D
1186,7LY9_1_I_D
1186,7PC2_1_L_A
1186,7PC2_1_H_C
1186,7LY9_1_M_K
1187,2wd5_B
1188,8JJ5_1_B_A
1189,5oy9_B
1189,2kri_B
1190,1m1e_B
1191,1djs_B
1191,4dck_B
1192,4hgm_B
1193,3di3_B
1193,3di2_B
1193,4nn6_B
1194,7NYC_1_C_D
1194,7NYC_1_C_B
1195,1th1_B
1196,4G1E_1_A_B
1196,8T2V_1_A_B
1196,8GCD_1_A_B
1196,3FCS_1_A_B
1196,8GCE_1_A_B
1196,3IJE_1_A_B
1196,1JV2_1_A_B
1196,4G1M_1_A_B
1196,1M1X_1_A_B
1196,1L5G_1_A_B
1196,1U8C_1_A_B
1196,6MSU_1_A_B
1196,4MMX_1_A_B
1196,4MMY_1_A_B
1196,6MSL_1_A_B
1196,6MK0_1_A_B
1196,4MMZ_1_A_B
1196,6NAJ_1_A_B
1196,4O02_1_A_B
1197,5mi0_B
1198,3fhc_B
1199,4p1n_B
1200,6A95_1_B_A
1200,6A91_1_B_A
1200,6A90_1_B_A
1201,3tkl_B
1202,1ob1_B
1203,4ilw_B
1203,3v96_B
1204,1rkc_B
1205,5c4v_B
1206,3vhx_B
1207,4ons_B
1208,2q0o_B
1209,6pxh_B
1210,3vep_B
1211,4geh_B
1211,3w8i_B
1211,3w8h_B
1212,6oy4_B
1213,7XOI_1_A_B
1214,3vpj_B
1214,4eqa_B
1215,4u4c_B
1216,7XOI_1_B_A
1217,6kbn_B
1217,6kbm_B
1218,5ies_B
1218,4jpk_B
1219,6f0g_B
1219,6f0f_B
1219,6f0h_B
1220,1pvh_B
1220,2q7n_B
1221,1e6j_B
1222,4nm3_B
1222,4nu1_B
1223,2oin_B
1224,3oky_B
1225,6eg1_B
1225,6eg0_B
1226,4z5r_B
1226,4ypg_B
1227,5W21_1_B_A
1228,1u7f_B
1228,1u7v_B
1229,2xa0_B
1230,2i9b_B
1230,4qti_B
1230,3laq_B
1231,1WHT_1_B_A
1231,1BCR_1_B_A
1231,3SC2_1_B_A
1231,1GXS_1_B_A
1231,1GXS_1_D_C
1232,4xoi_B
1233,1tbq_B
1234,6nms_B
1234,6nmv_B
1234,6nmt_B
1234,6bit_B
1234,4kjy_B
1234,6nmr_B
1235,2k42_B
1236,1xr0_B
1237,1NP0_1_A_C
1238,2pcc_B
1238,2b11_B
1238,2b10_B
1238,2b12_B
1238,2b0z_B
1238,2pcb_B
1238,1wej_B
1238,2jti_B
1239,1ezs_B
1239,1ldt_B
1239,2tgp_B
1239,1ezu_B
1239,4j2y_B
1239,1oph_B
1239,2xtt_B
1239,2r0l_B
1239,2wuc_B
1239,2r0k_B
1239,3k2u_B
1239,2wub_B
1239,4iw4_B
1239,4qt8_B
1239,6aod_B
1239,6hhc_B
1239,6r8x_B
1239,3so3_B
1239,4d9q_B
1239,4d9r_B
1240,3p71_B
1241,6iwa_B
1241,1pjm_B
1241,1pjn_B
1241,3ul1_B
1241,6k06_B
1241,6iw8_B
1242,1v18_B
1243,8DIN_1_C_B
1243,8DIR_1_C_B
1243,8DIR_1_C_A
1243,8DIN_1_C_A
1243,4X4M_1_E_B
1243,8DJ7_1_C_B
1243,8DJ7_1_C_A
1243,4W4O_1_C_B
1243,4ZNE_1_A_J
1243,4X4M_1_E_A
1244,5u4k_B
1245,3zyi_B
1245,3zyj_B
1246,1LYA_1_B_A
1246,4OC6_1_B_A
1246,6QBG_1_B_A
1246,6QCB_1_B_A
1246,6QBH_1_B_A
1246,1LYB_1_B_A
1246,1LYA_1_D_C
1246,4OD9_1_B_A
1246,4OBZ_1_D_C
1247,2vln_B
1247,2vlq_B
1247,2vlp_B
1247,2vlo_B
1247,3u43_B
1247,1emv_B
1247,6er6_B
1247,3gjn_B
1247,2wpt_B
1248,7UOV_1_D_B
1248,8EJH_1_H_A
1248,7UOV_1_H_A
1248,7UOV_1_F_C
1249,3qs7_B
1250,1oc0_B
1251,2n8j_B
1252,6K7G_1_A_C
1252,6K7H_1_A_C
1252,6K7L_1_A_C
1252,6K7J_1_A_C
1252,6K7I_1_A_C
1252,6K7K_1_A_C
1252,6K7N_1_A_C
1252,6K7M_1_A_C
1252,7KYC_1_A_B
1252,7KYA_1_A_B
1252,7DRX_1_A_B
1252,7DSI_1_A_B
1252,7DSH_1_A_B
1252,7F7F_1_A_B
1252,7WHW_1_A_B
1252,7KYB_1_A_B
1252,7KY6_1_A_B
1252,7WHV_1_A_B
1252,6LCP_1_A_B
1252,8OXA_1_A_B
1252,8OXC_1_A_B
1252,8OXB_1_A_B
1252,7VGH_1_B_A
1252,7VGI_1_B_A
1252,8OX8_1_A_B
1252,8OX7_1_A_B
1252,7PY4_1_A_B
1252,8OX9_1_A_B
1252,8OX4_1_A_B
1252,8OX5_1_A_B
1252,7BSP_1_A_C
1252,7VSH_1_A_C
1252,7BSQ_1_A_C
1253,5jq6_B
1254,4dm6_B
1255,3o34_B
1256,5xbf_B
1256,5mv8_B
1256,5mv9_B
1257,2j59_B
1258,6e2p_B
1259,5nt7_B
1260,5bo1_B
1261,1ewy_B
1262,6X4G_1_C_A
1263,5fzt_B
1264,5ywr_B
1265,4ehq_B
1266,4zrj_B
1267,5VXZ_1_C_A
1268,3fsh_B
1269,5X2N_1_A_B
1269,5X2M_1_A_B
1269,5X2P_1_A_B
1269,5X2O_1_A_B
1269,5X2Q_1_A_B
1270,4hff_B
1270,4j32_B
1271,5vz4_B
1272,8BQU_1_B_A
1273,4f9p_B
1273,4f9l_B
1274,1F3J_1_E_D
1274,1LNU_1_B_A
1274,1K2D_1_B_A
1274,3CUP_1_B_A
1274,1es0_B
1274,1I3R_1_B_C
1274,1I3R_1_F_E
1274,1I3R_1_B_A
1274,1I3R_1_F_H
1274,1I3R_1_H_E
1274,1I3R_1_D_A
1274,1I3R_1_H_G
1274,1I3R_1_D_C
1274,1I3R_1_F_G
1274,1IEA_1_B_A
1274,5V4M_1_F_D
1274,4MDJ_1_B_A
1274,6CQR_1_B_A
1274,6CQL_1_B_A
1274,4MD5_1_B_A
1274,6ATI_1_B_A
1274,6CQN_1_B_A
1274,8TRQ_1_B_A
1274,6CPO_1_B_A
1274,4MDI_1_B_A
1274,6BIJ_1_B_A
1274,4MD4_1_B_A
1274,6BIL_1_B_A
1274,4MCY_1_B_A
1274,4MCZ_1_B_A
1274,6CPL_1_B_A
1274,6BIZ_1_B_A
1274,6BIV_1_A_B
1274,8TBP_1_B_A
1274,6BIN_1_B_A
1274,6NIX_1_B_A
1274,6BIY_1_B_A
1274,4MD0_1_B_A
1274,6CPN_1_B_A
1274,6ATF_1_B_A
1274,6BIX_1_B_A
1274,1DLH_1_B_A
1274,4H25_1_B_A
1274,6ATZ_1_B_A
1274,1DLH_1_B_D
1274,7ZFR_1_B_A
1274,1DLH_1_E_A
1274,4H26_1_B_A
1274,1DLH_1_E_D
1274,7N19_1_B_A
1274,8EUQ_1_B_A
1274,9B7B_1_B_A
1274,4Y1A_1_B_A
1274,4Y19_1_B_A
1274,6CQJ_1_B_A
1274,8TRR_1_B_A
1274,1D5M_1_B_A
1274,6V13_1_B_A
1274,6V15_1_B_A
1274,6V0Y_1_B_A
1274,1FYT_1_B_A
1274,6V18_1_B_A
1274,6V19_1_B_A
1274,2SEB_1_B_A
1274,8TRL_1_B_A
1274,6V1A_1_B_A
1274,1H15_1_B_A
1274,1KTD_1_B_A
1274,6CQQ_1_B_A
1274,4FQX_1_B_A
1274,6BIR_1_B_A
1274,8VCX_1_B_A
1274,8VDU_1_H_A
1274,8VDU_1_K_A
1274,1UVQ_1_B_A
1274,7KEI_1_B_A
1274,5KSB_1_B_A
1274,7T6I_1_B_A
1274,4P57_1_B_A
1274,6U3O_1_F_E
1274,6U3M_1_D_C
